,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block,Block Name,Block ID,Version Added,Order Added,Creative Only,OP Only,Commands Only,Renewable,Infinitely Automatically Farmable,,Has an Item Form,,Block Entity,Mob Spawnable On,Mob Spawnable Inside,Warden Spawnable On,Spider Spawnable Under,Light Level,Blast Resistance,Hardness,Mining Tool,Mining Level Required,Can Drop Itself,,,Insta-Mineable In Survival,Can be Waterlogged,Gets Flushed,Has Collision,Can Have a Full Block Collision,Has a Mining Hitbox,Can Have a Full Block Mining Hitbox,Can be Immovable,Disappears when Pushed,Transmits Redstone,Launches Minecart,Can Suffocate,Obeys Gravity,Requires Support Block to Place,Requires Support Block to Exist,Flammable,Catches Fire from Lava,Transparent,Filters Sky Light,Beacon can Bypass,Chest Openable Under,Tramples Farmland,Causes Damage,Fall Damage Amplification,Note Block Sound,Opens a GUI,GUI Stores Items,Rotation Availability,Can Change Block State,
,Deepslate Tiles,deepslate_tiles,1.17 21w07a,871,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,3.5,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,50
,Deepslate Tile Slab,deepslate_tile_slab,1.17 21w07a,872,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,3.5,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,51
,Deepslate Tile Stairs,deepslate_tile_stairs,1.17 21w07a,873,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,3.5,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,52
,Deepslate Tile Wall,deepslate_tile_wall,1.17 21w07a,874,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,6,3.5,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,53
,Cracked Deepslate Tiles,cracked_deepslate_tiles,1.17 21w10a,885,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,3.5,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,54
,Chiseled Deepslate,chiseled_deepslate,1.17 21w07a,875,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,3.5,Pickaxe,0,FALSE,TRUE,TRUE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,55
,Reinforced Deepslate,reinforced_deepslate,1.19 Experimental Snapshot 1,899,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,1200,55,Pickaxe,0,FALSE,FALSE,FALSE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,56
,Bedrock,bedrock,Classic 0.0.12a,8,FALSE,FALSE,FALSE,Yes,No,FALSE,TRUE,TRUE,FALSE,No,No,Yes,FALSE,0,3600000,-1,None,0,FALSE,FALSE,FALSE,FALSE,No,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,TRUE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,57
,Diorite,diorite,1.8 14w02a,344,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,58
,Diorite Slab,diorite_slab,1.14 18w43a,609,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,59
,Diorite Stairs,diorite_stairs,1.14 18w43a,610,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,60
,Diorite Wall,diorite_wall,1.14 18w43a,611,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,61
,Polished Diorite,polished_diorite,1.8 14w02a,345,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,62
,Polished Diorite Slab,polished_diorite_slab,1.14 18w43a,612,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,63
,Polished Diorite Stairs,polished_diorite_stairs,1.14 18w43a,613,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,64
,Andesite,andesite,1.8 14w02a,346,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,65
,Andesite Slab,andesite_slab,1.14 18w43a,614,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,66
,Andesite Stairs,andesite_stairs,1.14 18w43a,615,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,67
,Andesite Wall,andesite_wall,1.14 18w43a,616,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,68
,Polished Andesite,polished_andesite,1.8 14w02a,347,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,69
,Polished Andesite Slab,polished_andesite_slab,1.14 18w43a,617,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,70
,Polished Andesite Stairs,polished_andesite_stairs,1.14 18w43a,618,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,71
,Granite,granite,1.8 14w02a,348,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,72
,Granite Slab,granite_slab,1.14 18w43a,619,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,73
,Granite Stairs,granite_stairs,1.14 18w43a,620,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,74
,Granite Wall,granite_wall,1.14 18w43a,621,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,75
,Polished Granite,polished_granite,1.8 14w02a,349,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,76
,Polished Granite Slab,polished_granite_slab,1.14 18w43a,622,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,77
,Polished Granite Stairs,polished_granite_stairs,1.14 18w43a,623,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Depends,Depends,Depends,TRUE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,78
,Tuff,tuff,1.17 20w45a,766,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,79
,Tuff Slab,tuff_slab,1.21 Experimental 23w43a,1005,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,80
,Tuff Stairs,tuff_stairs,1.21 Experimental 23w43a,1006,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,81
,Tuff Wall,tuff_wall,1.21 Experimental 23w43a,1007,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,82
,Chiseled Tuff,chiseled_tuff,1.21 Experimental 23w43a,1008,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,83
,Polished Tuff,polished_tuff,1.21 Experimental 23w43a,1009,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,84
,Polished Tuff Slab,polished_tuff_slab,1.21 Experimental 23w43a,1010,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,85
,Polished Tuff Stairs,polished_tuff_stairs,1.21 Experimental 23w43a,1011,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,86
,Polished Tuff Wall,polished_tuff_wall,1.21 Experimental 23w43a,1012,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,87
,Tuff Bricks,tuff_bricks,1.21 Experimental 23w43a,1013,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,88
,Tuff Brick Slab,tuff_brick_slab,1.21 Experimental 23w43a,1014,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Depends,Depends,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,2,TRUE,89
,Tuff Brick Stairs,tuff_brick_stairs,1.21 Experimental 23w43a,1015,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Depends,Depends,Depends,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,8,TRUE,90
,Tuff Brick Wall,tuff_brick_wall,1.21 Experimental 23w43a,1016,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,No,No,No,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,TRUE,91
,Chiseled Tuff Bricks,chiseled_bricks,1.21 Experimental 23w43a,1017,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,6,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,92
,Calcite,calcite,1.17 20w45a,767,FALSE,FALSE,FALSE,No,No,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.75,0.75,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,93
,Dripstone Block,dripstone_block,1.17 20w48a,841,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,1,1.5,Pickaxe,0,FALSE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Base Drum,FALSE,FALSE,1,FALSE,94
,Pointed Dripstone,pointed_dripstone,1.17 20w48a,842,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,3,1.5,Pickaxe,0,TRUE,TRUE,TRUE,TRUE,Yes,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,No,No,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,Fully,FALSE,TRUE,TRUE,TRUE,FALSE,200%,Base Drum,FALSE,FALSE,2,TRUE,95
,Dirt,dirt,Pre-Classic rd-20090515,5,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,96
,Grass Block,grass_block,Pre-Classic Cave Game Tech Test,3,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.6,0.6,Shovel,0,FALSE,FALSE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,97
,Mycelium,mycelium,1.0.0 Beta 1.9 Prerelease,140,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.6,0.6,Shovel,0,FALSE,FALSE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,98
,Podzol,podzol,1.7.2 13w36a,275,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,FALSE,FALSE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,TRUE,99
,Coarse Dirt,coarse_dirt,1.7.2 13w36a,276,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,100
,Rooted Dirt,rooted_dirt,1.17 21w05a,845,FALSE,FALSE,FALSE,Yes,Yes,FALSE,TRUE,TRUE,FALSE,Yes,No,Yes,FALSE,0,0.5,0.5,Shovel,0,TRUE,TRUE,TRUE,TRUE,No,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Yes,Yes,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,No,FALSE,FALSE,FALSE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,101
,Dirt Path,dirt_path,1.9 15w31a,410,FALSE,FALSE,FALSE,Yes,Yes,TRUE,TRUE,TRUE,FALSE,No,No,No,TRUE,0,0.65,0.65,Shovel,0,FALSE,FALSE,FALSE,TRUE,No,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,No,No,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Directional,FALSE,TRUE,TRUE,TRUE,FALSE,100%,Harp,FALSE,FALSE,1,FALSE,102
